total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
2.86102e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
5.10216e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.480432,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000100851,0,1.90735e-06,0,1.90735e-06,1,3.09944e-06,1,0,1,0,0,0,0,0,0.01,0.445413,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000150919,0,1.90735e-06,0,5.72205e-06,4,8.34465e-06,4,2.86102e-06,4,0,0,1.3113e-05,3,178,0.01,0.428035,1,4,0,490,3,0,32,3,0,0,1,0:1;1:3;
0.000230074,0,1.90735e-06,0,1.97887e-05,12,1.71661e-05,12,2.86102e-06,12,1.90735e-06,0,4.24385e-05,11,690,0.01,0.269031,1,12,0,1770,11,0,128,11,0,0,1,0:1;1:11;
0.000262022,0,1.90735e-06,0,2.36034e-05,14,1.90735e-05,14,2.86102e-06,14,1.90735e-06,0,4.45843e-05,13,782,0.01,0.1233,1,14,0,2090,13,0,128,13,0,0,1,0:1;1:13;
0.00218391,0.00210714,1.90735e-06,0.00208879,0.000612974,538,0.000691891,492,0.000102997,483,8.01086e-05,1,0.000369549,482,28756,0.01,0.1233,1,483,1,77130,482,1,4096,482,0,0,1,1:482;
0.00223708,0.00210714,1.90735e-06,0.00208879,0.000612974,538,0.000691891,492,0.000102997,483,8.01086e-05,1,0.000369549,482,28756,0.01,0.1233,1,483,1,76842,482,1,4096,482,0,0,1,1:476;
0.00231004,0.00210714,6.91414e-06,0.00208879,0.00062871,552,0.000703812,500,0.000104904,490,8.36849e-05,1,0.000375509,489,29099,0.02,0.120985,2,490,1,77968,488,1,4096,489,0,0,1,1:476;2:7;
0.00424385,0.00408411,6.91414e-06,0.00406384,0.0012002,1070,0.00138259,964,0.000189304,946,0.000156879,2,0.000757217,945,58787,0.02,0.120985,2,946,2,150926,944,1,8192,945,0,0,1,1:475;2:463;
0.00430393,0.00408411,6.91414e-06,0.00406384,0.0012002,1070,0.00138259,964,0.000189304,946,0.000156879,2,0.000757217,945,58787,0.02,0.120985,2,946,2,150638,944,1,8192,945,0,0,1,1:470;2:462;
0.00751185,0.00602913,1.07288e-05,0.00600672,0.00216341,1943,0.00248885,1741,0.000374794,1705,0.000286102,3,0.00133801,1704,95978,0.02,0.102512,2,1705,3,272080,1701,1,16384,1704,0,0,1,1:469;2:1221;
0.00759602,0.00602913,1.07288e-05,0.00600672,0.00218034,1957,0.00250649,1755,0.000375748,1719,0.000289202,3,0.00134873,1718,96664,0.02,0.100049,2,1719,3,274320,1715,1,16384,1718,0,0,1,1:469;2:1235;
0.00842285,0.00817227,1.07288e-05,0.00814867,0.00237751,2141,0.00274062,1919,0.000415802,1874,0.000313997,4,0.00160933,1875,120261,0.02,0.100049,2,1874,4,299118,1870,1,16384,1873,0,0,1,1:468;2:1390;
0.00854897,0.00817227,1.07288e-05,0.00814867,0.00237751,2141,0.00274062,1919,0.000415802,1874,0.000313997,4,0.00160933,1875,120261,0.02,0.100049,2,1874,4,291966,1870,1,16384,1873,0,0,1,1:439;2:1270;
0.00973487,0.00817227,1.26362e-05,0.00814867,0.00275421,2478,0.00313926,2198,0.000473976,2123,0.000365257,4,0.00179768,2124,132462,0.02,0.0914286,2,2123,4,331808,2118,1,32768,2122,0,0,1,1:439;2:1519;
0.010453,0.0100462,1.26362e-05,0.0100205,0.00296974,2677,0.0033865,2371,0.00050807,2281,0.000387192,5,0.00193048,2285,140231,0.02,0.0914286,2,2281,5,357086,2276,1,32768,2280,0,0,1,1:438;2:1677;
0.0105851,0.0100462,1.26362e-05,0.0100205,0.00296974,2677,0.0033865,2371,0.00050807,2281,0.000387192,5,0.00193048,2285,140231,0.02,0.0914286,2,2281,5,350846,2276,1,32768,2280,0,0,1,1:404;2:1581;
0.0210459,0.0204194,2.3365e-05,0.0203807,0.00630403,5882,0.00692272,4988,0.000986814,4687,0.000779629,11,0.00387216,4727,288673,0.02,0.0678927,2,4687,11,735808,4675,1,65536,4686,0,0,1,1:398;2:3987;
0.021848,0.0204194,2.3365e-05,0.0203807,0.00658417,6146,0.00717926,5181,0.00102425,4857,0.000809669,11,0.0039866,4902,297048,0.02,0.0646086,2,4857,11,763008,4845,1,65536,4856,0,0,1,1:398;2:4157;
0.0225589,0.0219824,2.3365e-05,0.0219419,0.0068202,6376,0.00740027,5349,0.00105548,5017,0.000835419,12,0.00411201,5066,304924,0.02,0.0646086,2,5017,12,788606,5005,1,65536,5016,0,0,1,1:397;2:4317;
0.022985,0.0219824,2.3365e-05,0.0219419,0.0068202,6376,0.00740027,5349,0.00105548,5017,0.000835419,12,0.00411201,5066,304924,0.02,0.0646086,2,5017,12,732782,5005,1,65536,5016,0,0,1,1:304;2:3247;
0.14341,0.141624,0.000199795,0.141464,0.0521674,63546,0.0458641,42802,0.00535607,31399,0.00469732,120,0.0245476,37630,2090688,0.0251998,0.0632403,2,31399,120,4953520,31278,1,262144,31390,0,8,1,1:196;2:29621;
0.143791,0.142563,0.000199795,0.142402,0.0522909,63745,0.0459826,42935,0.00536466,31471,0.00470638,121,0.0246098,37757,2094671,0.0251998,0.0632403,2,31471,121,4964990,31350,1,262144,31461,0,9,1,1:195;2:29692;
0.144855,0.142563,0.000199795,0.142402,0.0522909,63745,0.0459826,42935,0.00536466,31471,0.00470638,121,0.0246098,37757,2094671,0.0251998,0.0632403,2,31471,121,4942862,31350,1,262144,31461,0,9,1,1:188;2:29238;
0.746006,0.741665,0.00159073,0.74093,0.274253,406152,0.22263,256716,0.0244837,185078,0.0256789,793,0.146581,211477,11842020,0.03,0.0628407,3,185078,793,29510632,184284,1,2097152,184873,0,204,1,1:158;2:33755;3:148253;
0.746493,0.742669,0.00159073,0.741933,0.274391,406380,0.222769,256879,0.0245049,185210,0.0257008,794,0.146676,211617,11848980,0.03,0.0628407,3,185210,794,29531748,184416,1,2097152,185005,0,204,1,1:158;2:33754;3:148385;
0.754104,0.742669,0.00159073,0.741933,0.274391,406380,0.222769,256879,0.0245049,185210,0.0257008,794,0.146676,211617,11848980,0.03,0.0628407,3,185210,794,29514276,184416,1,2097152,185005,0,204,1,1:157;2:33573;3:148203;
0.938535,0.926547,0.00206852,0.925619,0.342316,511226,0.277834,323730,0.0304563,231508,0.0318916,1000,0.183488,266352,14357720,0.03,0.0628407,3,231508,1000,36921956,230508,1,2097152,231303,0,204,1,1:157;2:33367;3:194501;
1.84545,1.83093,0.00443506,1.82916,0.67628,1026687,0.541234,641452,0.0577581,446189,0.0621798,2000,0.376849,524118,28149848,0.03,0.0628407,3,446189,2000,71270916,444189,1,4194304,445984,0,204,1,1:157;2:32367;3:409182;
2.4948,2.47847,0.00608373,2.4761,0.90554,1375365,0.717209,850235,0.0748327,580260,0.0828223,2670,0.544686,693311,39831660,0.03,0.0562726,3,580260,2670,92722280,577589,1,8388608,580055,0,204,1,1:157;2:31697;3:543253;
2.49582,2.47951,0.00608373,2.47714,0.905861,1375874,0.717533,850629,0.0748684,580538,0.0828624,2671,0.544891,693630,39846608,0.03,0.0562726,3,580538,2671,92766756,577867,1,8388608,580333,0,204,1,1:157;2:31696;3:543531;
